pic,area,X1,Y1,X2,Y3
t164-1.jpg,choose4,613,692,684,790
t164-1.jpg,choose5,684,692,755,790
t164-1.jpg,choose6,755,692,826,790
t164-1.jpg,choose7,826,692,897,790
t171-1.jpg,yuduan,202,248,1086,447
t171-1.jpg,question,350,586,912,647
t171-1.jpg,yes,504,695,579,747
t171-1.jpg,no,704,695,791,747
t172-1.jpg,yuduan,202,248,1086,447
t172-1.jpg,question,207,590,1062,645
t172-1.jpg,choose1,400,692,471,790
t172-1.jpg,choose2,471,692,542,790
t172-1.jpg,choose3,542,692,613,790
t172-1.jpg,choose4,613,692,684,790
t172-1.jpg,choose5,684,692,755,790
t172-1.jpg,choose6,755,692,826,790
t172-1.jpg,choose7,826,692,897,790
t173-1.jpg,yuduan,202,248,1086,447
t173-1.jpg,question,362,583,904,653
t173-1.jpg,choose1,400,692,471,790
t173-1.jpg,choose2,471,692,542,790
t173-1.jpg,choose3,542,692,613,790
t173-1.jpg,choose4,613,692,684,790
t173-1.jpg,choose5,684,692,755,790
t173-1.jpg,choose6,755,692,826,790
t173-1.jpg,choose7,826,692,897,790
t174-1.jpg,yuduan,202,248,1086,447
t174-1.jpg,question,265,586,1004,655
t174-1.jpg,choose1,400,692,471,790
t174-1.jpg,choose2,471,692,542,790
t174-1.jpg,choose3,542,692,613,790
t174-1.jpg,choose4,613,692,684,790
t174-1.jpg,choose5,684,692,755,790
t174-1.jpg,choose6,755,692,826,790
t174-1.jpg,choose7,826,692,897,790
t181-1.jpg,yuduan,202,248,1086,536
t181-1.jpg,question,350,586,912,647
t181-1.jpg,yes,504,695,579,747
t181-1.jpg,no,704,695,791,747
t182-1.jpg,yuduan,202,248,1086,536
t182-1.jpg,question,207,590,1062,645
t182-1.jpg,choose1,400,692,471,790
t182-1.jpg,choose2,471,692,542,790
t182-1.jpg,choose3,542,692,613,790
t182-1.jpg,choose4,613,692,684,790
t182-1.jpg,choose5,684,692,755,790
t182-1.jpg,choose6,755,692,826,790
t182-1.jpg,choose7,826,692,897,790
t183-1.jpg,yuduan,202,248,1086,536
t183-1.jpg,question,362,583,904,653
t183-1.jpg,choose1,400,692,471,790
t183-1.jpg,choose2,471,692,542,790
t183-1.jpg,choose3,542,692,613,790
t183-1.jpg,choose4,613,692,684,790
t183-1.jpg,choose5,684,692,755,790
t183-1.jpg,choose6,755,692,826,790
t183-1.jpg,choose7,826,692,897,790
t184-1.jpg,yuduan,202,248,1086,536
t184-1.jpg,question,265,586,1004,655
t184-1.jpg,choose1,400,692,471,790
t184-1.jpg,choose2,471,692,542,790
t184-1.jpg,choose3,542,692,613,790
t184-1.jpg,choose4,613,692,684,790
t184-1.jpg,choose5,684,692,755,790
t184-1.jpg,choose6,755,692,826,790
t184-1.jpg,choose7,826,692,897,790
t191-1.jpg,yuduan,202,248,1086,447
t191-1.jpg,question,350,586,912,647
t191-1.jpg,yes,504,695,579,747
t191-1.jpg,no,704,695,791,747
t192-1.jpg,yuduan,202,248,1086,447
t192-1.jpg,question,207,590,1062,645
t192-1.jpg,choose1,400,692,471,790
t192-1.jpg,choose2,471,692,542,790
t192-1.jpg,choose3,542,692,613,790
t192-1.jpg,choose4,613,692,684,790
t192-1.jpg,choose5,684,692,755,790
t192-1.jpg,choose6,755,692,826,790
t192-1.jpg,choose7,826,692,897,790
t193-1.jpg,yuduan,202,248,1086,447
t193-1.jpg,question,362,583,904,653
t193-1.jpg,choose1,400,692,471,790
t193-1.jpg,choose2,471,692,542,790
t193-1.jpg,choose3,542,692,613,790
t193-1.jpg,choose4,613,692,684,790
t193-1.jpg,choose5,684,692,755,790
t193-1.jpg,choose6,755,692,826,790
t193-1.jpg,choose7,826,692,897,790
t194-1.jpg,yuduan,202,248,1086,447
t194-1.jpg,question,265,586,1004,655
t194-1.jpg,choose1,400,692,471,790
t194-1.jpg,choose2,471,692,542,790
t194-1.jpg,choose3,542,692,613,790
t194-1.jpg,choose4,613,692,684,790
t194-1.jpg,choose5,684,692,755,790
t194-1.jpg,choose6,755,692,826,790
t194-1.jpg,choose7,826,692,897,790
t201-1.jpg,yuduan,202,248,1086,536
t201-1.jpg,question,350,586,912,647
t201-1.jpg,yes,504,695,579,747
t201-1.jpg,no,704,695,791,747
t202-1.jpg,yuduan,202,248,1086,536
t202-1.jpg,question,207,590,1062,645
t202-1.jpg,choose1,400,692,471,790
t202-1.jpg,choose2,471,692,542,790
t202-1.jpg,choose3,542,692,613,790
t202-1.jpg,choose4,613,692,684,790
t202-1.jpg,choose5,684,692,755,790
t202-1.jpg,choose6,755,692,826,790
t202-1.jpg,choose7,826,692,897,790
t203-1.jpg,yuduan,202,248,1086,536
t203-1.jpg,question,362,583,904,653
t203-1.jpg,choose1,400,692,471,790
t203-1.jpg,choose2,471,692,542,790
t203-1.jpg,choose3,542,692,613,790
t203-1.jpg,choose4,613,692,684,790
t203-1.jpg,choose5,684,692,755,790
t203-1.jpg,choose6,755,692,826,790
t203-1.jpg,choose7,826,692,897,790
t204-1.jpg,yuduan,202,248,1086,536
t204-1.jpg,question,265,586,1004,655
t204-1.jpg,choose1,400,692,471,790
t204-1.jpg,choose2,471,692,542,790
t204-1.jpg,choose3,542,692,613,790
t204-1.jpg,choose4,613,692,684,790
t204-1.jpg,choose5,684,692,755,790
t204-1.jpg,choose6,755,692,826,790
t204-1.jpg,choose7,826,692,897,790
t211-1.jpg,yuduan,202,248,1086,487
t211-1.jpg,question,350,586,912,647
t211-1.jpg,yes,504,695,579,747
t211-1.jpg,no,704,695,791,747
t212-1.jpg,yuduan,202,248,1086,487
t212-1.jpg,question,207,590,1062,645
t212-1.jpg,choose1,400,692,471,790
t212-1.jpg,choose2,471,692,542,790
t212-1.jpg,choose3,542,692,613,790
t212-1.jpg,choose4,613,692,684,790
t212-1.jpg,choose5,684,692,755,790
t212-1.jpg,choose6,755,692,826,790
t212-1.jpg,choose7,826,692,897,790
t213-1.jpg,yuduan,202,248,1086,487
t213-1.jpg,question,362,583,904,653
t213-1.jpg,choose1,400,692,471,790
t213-1.jpg,choose2,471,692,542,790
t213-1.jpg,choose3,542,692,613,790
t213-1.jpg,choose4,613,692,684,790
t213-1.jpg,choose5,684,692,755,790
t213-1.jpg,choose6,755,692,826,790
t213-1.jpg,choose7,826,692,897,790
t214-1.jpg,yuduan,202,248,1086,487
t214-1.jpg,question,265,586,1004,655
t214-1.jpg,choose1,400,692,471,790
t214-1.jpg,choose2,471,692,542,790
t214-1.jpg,choose3,542,692,613,790
t214-1.jpg,choose4,613,692,684,790
t214-1.jpg,choose5,684,692,755,790
t214-1.jpg,choose6,755,692,826,790
t214-1.jpg,choose7,826,692,897,790
t221-1.jpg,yuduan,202,248,1086,447
t221-1.jpg,question,350,586,912,647
t221-1.jpg,yes,504,695,579,747
t221-1.jpg,no,704,695,791,747
t222-1.jpg,yuduan,202,248,1086,447
t222-1.jpg,question,207,590,1062,645
t222-1.jpg,choose1,400,692,471,790
t222-1.jpg,choose2,471,692,542,790
t222-1.jpg,choose3,542,692,613,790
t222-1.jpg,choose4,613,692,684,790
t222-1.jpg,choose5,684,692,755,790
t222-1.jpg,choose6,755,692,826,790
t222-1.jpg,choose7,826,692,897,790
t223-1.jpg,yuduan,202,248,1086,447
t223-1.jpg,question,362,583,904,653
t223-1.jpg,choose1,400,692,471,790
t223-1.jpg,choose2,471,692,542,790
t223-1.jpg,choose3,542,692,613,790
t223-1.jpg,choose4,613,692,684,790
t223-1.jpg,choose5,684,692,755,790
t223-1.jpg,choose6,755,692,826,790
t223-1.jpg,choose7,826,692,897,790
t224-1.jpg,yuduan,202,248,1086,447
t224-1.jpg,question,265,586,1004,655
t224-1.jpg,choose1,400,692,471,790
t224-1.jpg,choose2,471,692,542,790
t224-1.jpg,choose3,542,692,613,790
t224-1.jpg,choose4,613,692,684,790
t224-1.jpg,choose5,684,692,755,790
t224-1.jpg,choose6,755,692,826,790
t224-1.jpg,choose7,826,692,897,790
t231-1.jpg,yuduan,202,248,1086,447
t231-1.jpg,question,350,586,912,647
t231-1.jpg,yes,504,695,579,747
t231-1.jpg,no,704,695,791,747
t232-1.jpg,yuduan,202,248,1086,447
t232-1.jpg,question,207,590,1062,645
t232-1.jpg,choose1,400,692,471,790
t232-1.jpg,choose2,471,692,542,790
t232-1.jpg,choose3,542,692,613,790
t232-1.jpg,choose4,613,692,684,790
t232-1.jpg,choose5,684,692,755,790
t232-1.jpg,choose6,755,692,826,790
t232-1.jpg,choose7,826,692,897,790
t233-1.jpg,yuduan,202,248,1086,447
t233-1.jpg,question,362,583,904,653
t233-1.jpg,choose1,400,692,471,790
t233-1.jpg,choose2,471,692,542,790
t233-1.jpg,choose3,542,692,613,790
t233-1.jpg,choose4,613,692,684,790
t233-1.jpg,choose5,684,692,755,790
t233-1.jpg,choose6,755,692,826,790
t233-1.jpg,choose7,826,692,897,790
t234-1.jpg,yuduan,202,248,1086,447
t234-1.jpg,question,265,586,1004,655
t234-1.jpg,choose1,400,692,471,790
t234-1.jpg,choose2,471,692,542,790
t234-1.jpg,choose3,542,692,613,790
t234-1.jpg,choose4,613,692,684,790
t234-1.jpg,choose5,684,692,755,790
t234-1.jpg,choose6,755,692,826,790
t234-1.jpg,choose7,826,692,897,790
t241-1.jpg,yuduan,202,248,1086,400
t241-1.jpg,question,350,586,912,647
t241-1.jpg,yes,504,695,579,747
t241-1.jpg,no,704,695,791,747
t242-1.jpg,yuduan,202,248,1086,400
t242-1.jpg,question,207,590,1062,645
t242-1.jpg,choose1,400,692,471,790
t242-1.jpg,choose2,471,692,542,790
t242-1.jpg,choose3,542,692,613,790
t242-1.jpg,choose4,613,692,684,790
t242-1.jpg,choose5,684,692,755,790
t242-1.jpg,choose6,755,692,826,790
t242-1.jpg,choose7,826,692,897,790
t243-1.jpg,yuduan,202,248,1086,400
t243-1.jpg,question,362,583,904,653
t243-1.jpg,choose1,400,692,471,790
t243-1.jpg,choose2,471,692,542,790
t243-1.jpg,choose3,542,692,613,790
t243-1.jpg,choose4,613,692,684,790
t243-1.jpg,choose5,684,692,755,790
t243-1.jpg,choose6,755,692,826,790
t243-1.jpg,choose7,826,692,897,790
t244-1.jpg,yuduan,202,248,1086,400
t244-1.jpg,question,265,586,1004,655
t244-1.jpg,choose1,400,692,471,790
t244-1.jpg,choose2,471,692,542,790
t244-1.jpg,choose3,542,692,613,790
t244-1.jpg,choose4,613,692,684,790
t244-1.jpg,choose5,684,692,755,790
t244-1.jpg,choose6,755,692,826,790
t244-1.jpg,choose7,826,692,897,790
t251-1.jpg,yuduan,202,248,1086,400
t251-1.jpg,question,350,586,912,647
t251-1.jpg,yes,504,695,579,747
t251-1.jpg,no,704,695,791,747
t252-1.jpg,yuduan,202,248,1086,400
t252-1.jpg,question,207,590,1062,645
t252-1.jpg,choose1,400,692,471,790
t252-1.jpg,choose2,471,692,542,790
t252-1.jpg,choose3,542,692,613,790
t252-1.jpg,choose4,613,692,684,790
t252-1.jpg,choose5,684,692,755,790
t252-1.jpg,choose6,755,692,826,790
t252-1.jpg,choose7,826,692,897,790
t253-1.jpg,yuduan,202,248,1086,400
t253-1.jpg,question,362,583,904,653
t253-1.jpg,choose1,400,692,471,790
t253-1.jpg,choose2,471,692,542,790
t253-1.jpg,choose3,542,692,613,790
t253-1.jpg,choose4,613,692,684,790
t253-1.jpg,choose5,684,692,755,790
t253-1.jpg,choose6,755,692,826,790
t253-1.jpg,choose7,826,692,897,790
t254-1.jpg,yuduan,202,248,1086,400
t254-1.jpg,question,265,586,1004,655
t254-1.jpg,choose1,400,692,471,790
t254-1.jpg,choose2,471,692,542,790
t254-1.jpg,choose3,542,692,613,790
t254-1.jpg,choose4,613,692,684,790
t254-1.jpg,choose5,684,692,755,790
t254-1.jpg,choose6,755,692,826,790
t254-1.jpg,choose7,826,692,897,790
t261-1.jpg,yuduan,202,248,1086,536
t261-1.jpg,question,350,586,912,647
t261-1.jpg,yes,504,695,579,747
t261-1.jpg,no,704,695,791,747
t262-1.jpg,yuduan,202,248,1086,536
t262-1.jpg,question,207,590,1062,645
t262-1.jpg,choose1,400,692,471,790
t262-1.jpg,choose2,471,692,542,790
t262-1.jpg,choose3,542,692,613,790
t262-1.jpg,choose4,613,692,684,790
t262-1.jpg,choose5,684,692,755,790
t262-1.jpg,choose6,755,692,826,790
t262-1.jpg,choose7,826,692,897,790
t263-1.jpg,yuduan,202,248,1086,536
t263-1.jpg,question,362,583,904,653
t263-1.jpg,choose1,400,692,471,790
t263-1.jpg,choose2,471,692,542,790
t263-1.jpg,choose3,542,692,613,790
t263-1.jpg,choose4,613,692,684,790
t263-1.jpg,choose5,684,692,755,790
t263-1.jpg,choose6,755,692,826,790
t263-1.jpg,choose7,826,692,897,790
t264-1.jpg,yuduan,202,248,1086,536
t264-1.jpg,question,265,586,1004,655
t264-1.jpg,choose1,400,692,471,790
t264-1.jpg,choose2,471,692,542,790
t264-1.jpg,choose3,542,692,613,790
t264-1.jpg,choose4,613,692,684,790
t264-1.jpg,choose5,684,692,755,790
t264-1.jpg,choose6,755,692,826,790
t264-1.jpg,choose7,826,692,897,790
t271-1.jpg,yuduan,202,248,1086,447
t271-1.jpg,question,350,586,912,647
t271-1.jpg,yes,504,695,579,747
t271-1.jpg,no,704,695,791,747
t272-1.jpg,yuduan,202,248,1086,447
t272-1.jpg,question,207,590,1062,645
t272-1.jpg,choose1,400,692,471,790
t272-1.jpg,choose2,471,692,542,790
t272-1.jpg,choose3,542,692,613,790
t272-1.jpg,choose4,613,692,684,790
t272-1.jpg,choose5,684,692,755,790
t272-1.jpg,choose6,755,692,826,790
t272-1.jpg,choose7,826,692,897,790
t273-1.jpg,yuduan,202,248,1086,447
t273-1.jpg,question,362,583,904,653
t273-1.jpg,choose1,400,692,471,790
t273-1.jpg,choose2,471,692,542,790
t273-1.jpg,choose3,542,692,613,790
t273-1.jpg,choose4,613,692,684,790
t273-1.jpg,choose5,684,692,755,790
t273-1.jpg,choose6,755,692,826,790
t273-1.jpg,choose7,826,692,897,790
t274-1.jpg,yuduan,202,248,1086,447
t274-1.jpg,question,265,586,1004,655
t274-1.jpg,choose1,400,692,471,790
t274-1.jpg,choose2,471,692,542,790
t274-1.jpg,choose3,542,692,613,790
t274-1.jpg,choose4,613,692,684,790
t274-1.jpg,choose5,684,692,755,790
t274-1.jpg,choose6,755,692,826,790
t274-1.jpg,choose7,826,692,897,790
t281-1.jpg,yuduan,202,248,1086,447
t281-1.jpg,question,350,586,912,647
t281-1.jpg,yes,504,695,579,747
t281-1.jpg,no,704,695,791,747
t282-1.jpg,yuduan,202,248,1086,447
t282-1.jpg,question,207,590,1062,645
t282-1.jpg,choose1,400,692,471,790
t282-1.jpg,choose2,471,692,542,790
t282-1.jpg,choose3,542,692,613,790
t282-1.jpg,choose4,613,692,684,790
t282-1.jpg,choose5,684,692,755,790
t282-1.jpg,choose6,755,692,826,790
t282-1.jpg,choose7,826,692,897,790
t283-1.jpg,yuduan,202,248,1086,447
t283-1.jpg,question,362,583,904,653
t283-1.jpg,choose1,400,692,471,790
t283-1.jpg,choose2,471,692,542,790
t283-1.jpg,choose3,542,692,613,790
t283-1.jpg,choose4,613,692,684,790
t283-1.jpg,choose5,684,692,755,790
t283-1.jpg,choose6,755,692,826,790
t283-1.jpg,choose7,826,692,897,790
t284-1.jpg,yuduan,202,248,1086,447
t284-1.jpg,question,265,586,1004,655
t284-1.jpg,choose1,400,692,471,790
t284-1.jpg,choose2,471,692,542,790
t284-1.jpg,choose3,542,692,613,790
t284-1.jpg,choose4,613,692,684,790
t284-1.jpg,choose5,684,692,755,790
t284-1.jpg,choose6,755,692,826,790
t284-1.jpg,choose7,826,692,897,790
t291-1.jpg,yuduan,202,248,1086,447
t291-1.jpg,question,350,586,912,647
t291-1.jpg,yes,504,695,579,747
t291-1.jpg,no,704,695,791,747
t292-1.jpg,yuduan,202,248,1086,447
t292-1.jpg,question,207,590,1062,645
t292-1.jpg,choose1,400,692,471,790
t292-1.jpg,choose2,471,692,542,790
t292-1.jpg,choose3,542,692,613,790
t292-1.jpg,choose4,613,692,684,790
t292-1.jpg,choose5,684,692,755,790
t292-1.jpg,choose6,755,692,826,790
t292-1.jpg,choose7,826,692,897,790
t293-1.jpg,yuduan,202,248,1086,447
t293-1.jpg,question,362,583,904,653
t293-1.jpg,choose1,400,692,471,790
t293-1.jpg,choose2,471,692,542,790
t293-1.jpg,choose3,542,692,613,790
t293-1.jpg,choose4,613,692,684,790
t293-1.jpg,choose5,684,692,755,790
t293-1.jpg,choose6,755,692,826,790
t293-1.jpg,choose7,826,692,897,790
t294-1.jpg,yuduan,202,248,1086,447
t294-1.jpg,question,265,586,1004,655
t294-1.jpg,choose1,400,692,471,790
t294-1.jpg,choose2,471,692,542,790
t294-1.jpg,choose3,542,692,613,790
t294-1.jpg,choose4,613,692,684,790
t294-1.jpg,choose5,684,692,755,790
t294-1.jpg,choose6,755,692,826,790
t294-1.jpg,choose7,826,692,897,790
t301-1.jpg,yuduan,202,248,1086,447
t301-1.jpg,question,350,586,912,647
t301-1.jpg,yes,504,695,579,747
t301-1.jpg,no,704,695,791,747
t302-1.jpg,yuduan,202,248,1086,447
t302-1.jpg,question,207,590,1062,645
t302-1.jpg,choose1,400,692,471,790
t302-1.jpg,choose2,471,692,542,790
t302-1.jpg,choose3,542,692,613,790
t302-1.jpg,choose4,613,692,684,790
t302-1.jpg,choose5,684,692,755,790
t302-1.jpg,choose6,755,692,826,790
t302-1.jpg,choose7,826,692,897,790
t303-1.jpg,yuduan,202,248,1086,447
t303-1.jpg,question,362,583,904,653
t303-1.jpg,choose1,400,692,471,790
t303-1.jpg,choose2,471,692,542,790
t303-1.jpg,choose3,542,692,613,790
t303-1.jpg,choose4,613,692,684,790
t303-1.jpg,choose5,684,692,755,790
t303-1.jpg,choose6,755,692,826,790
t303-1.jpg,choose7,826,692,897,790
t304-1.jpg,yuduan,202,248,1086,447
t304-1.jpg,question,265,586,1004,655
t304-1.jpg,choose1,400,692,471,790
t304-1.jpg,choose2,471,692,542,790
t304-1.jpg,choose3,542,692,613,790
t304-1.jpg,choose4,613,692,684,790
t304-1.jpg,choose5,684,692,755,790
t304-1.jpg,choose6,755,692,826,790
t304-1.jpg,choose7,826,692,897,790
t311-1.jpg,yuduan,202,248,1086,447
t311-1.jpg,question,350,586,912,647
t311-1.jpg,yes,504,695,579,747
t311-1.jpg,no,704,695,791,747
t312-1.jpg,yuduan,202,248,1086,447
t312-1.jpg,question,207,590,1062,645
t312-1.jpg,choose1,400,692,471,790
t312-1.jpg,choose2,471,692,542,790
t312-1.jpg,choose3,542,692,613,790
t312-1.jpg,choose4,613,692,684,790
t312-1.jpg,choose5,684,692,755,790
t312-1.jpg,choose6,755,692,826,790
t312-1.jpg,choose7,826,692,897,790
t313-1.jpg,yuduan,202,248,1086,447
t313-1.jpg,question,362,583,904,653
t313-1.jpg,choose1,400,692,471,790
t313-1.jpg,choose2,471,692,542,790
t313-1.jpg,choose3,542,692,613,790
t313-1.jpg,choose4,613,692,684,790
t313-1.jpg,choose5,684,692,755,790
t313-1.jpg,choose6,755,692,826,790
t313-1.jpg,choose7,826,692,897,790
t314-1.jpg,yuduan,202,248,1086,447
t314-1.jpg,question,265,586,1004,655
t314-1.jpg,choose1,400,692,471,790
t314-1.jpg,choose2,471,692,542,790
t314-1.jpg,choose3,542,692,613,790
t314-1.jpg,choose4,613,692,684,790
t314-1.jpg,choose5,684,692,755,790
t314-1.jpg,choose6,755,692,826,790
t314-1.jpg,choose7,826,692,897,790
t321-1.jpg,yuduan,202,248,1086,487
t321-1.jpg,question,350,586,912,647
t321-1.jpg,yes,504,695,579,747
t321-1.jpg,no,704,695,791,747
t322-1.jpg,yuduan,202,248,1086,487
t322-1.jpg,question,207,590,1062,645
t322-1.jpg,choose1,400,692,471,790
t322-1.jpg,choose2,471,692,542,790
t322-1.jpg,choose3,542,692,613,790
t322-1.jpg,choose4,613,692,684,790
t322-1.jpg,choose5,684,692,755,790
t322-1.jpg,choose6,755,692,826,790
t322-1.jpg,choose7,826,692,897,790
t323-1.jpg,yuduan,202,248,1086,487
t323-1.jpg,question,362,583,904,653
t323-1.jpg,choose1,400,692,471,790
t323-1.jpg,choose2,471,692,542,790
t323-1.jpg,choose3,542,692,613,790
t323-1.jpg,choose4,613,692,684,790
t323-1.jpg,choose5,684,692,755,790
t323-1.jpg,choose6,755,692,826,790
t323-1.jpg,choose7,826,692,897,790
t324-1.jpg,yuduan,202,248,1086,487
t324-1.jpg,question,265,586,1004,655
t324-1.jpg,choose1,400,692,471,790
t324-1.jpg,choose2,471,692,542,790
t324-1.jpg,choose3,542,692,613,790
t324-1.jpg,choose4,613,692,684,790
t324-1.jpg,choose5,684,692,755,790
t324-1.jpg,choose6,755,692,826,790
t324-1.jpg,choose7,826,692,897,790
t331-1.jpg,yuduan,202,248,1086,487
t331-1.jpg,question,350,586,912,647
t331-1.jpg,yes,504,695,579,747
t331-1.jpg,no,704,695,791,747
t332-1.jpg,yuduan,202,248,1086,487
t332-1.jpg,question,207,590,1062,645
t332-1.jpg,choose1,400,692,471,790
t332-1.jpg,choose2,471,692,542,790
t332-1.jpg,choose3,542,692,613,790
t332-1.jpg,choose4,613,692,684,790
t332-1.jpg,choose5,684,692,755,790
t332-1.jpg,choose6,755,692,826,790
t332-1.jpg,choose7,826,692,897,790
t333-1.jpg,yuduan,202,248,1086,487
t333-1.jpg,question,362,583,904,653
t333-1.jpg,choose1,400,692,471,790
t333-1.jpg,choose2,471,692,542,790
t333-1.jpg,choose3,542,692,613,790
t333-1.jpg,choose4,613,692,684,790
t333-1.jpg,choose5,684,692,755,790
t333-1.jpg,choose6,755,692,826,790
t333-1.jpg,choose7,826,692,897,790
t334-1.jpg,yuduan,202,248,1086,487
t334-1.jpg,question,265,586,1004,655
t334-1.jpg,choose1,400,692,471,790
t334-1.jpg,choose2,471,692,542,790
t334-1.jpg,choose3,542,692,613,790
t334-1.jpg,choose4,613,692,684,790
t334-1.jpg,choose5,684,692,755,790
t334-1.jpg,choose6,755,692,826,790
t334-1.jpg,choose7,826,692,897,790
t341-1.jpg,yuduan,202,248,1086,536
t341-1.jpg,question,350,586,912,647
t341-1.jpg,yes,504,695,579,747
t341-1.jpg,no,704,695,791,747
t342-1.jpg,yuduan,202,248,1086,536
t342-1.jpg,question,207,590,1062,645
t342-1.jpg,choose1,400,692,471,790
t342-1.jpg,choose2,471,692,542,790
t342-1.jpg,choose3,542,692,613,790
t342-1.jpg,choose4,613,692,684,790
t342-1.jpg,choose5,684,692,755,790
t342-1.jpg,choose6,755,692,826,790
t342-1.jpg,choose7,826,692,897,790
t343-1.jpg,yuduan,202,248,1086,536
t343-1.jpg,question,362,583,904,653
t343-1.jpg,choose1,400,692,471,790
t343-1.jpg,choose2,471,692,542,790
t343-1.jpg,choose3,542,692,613,790
t343-1.jpg,choose4,613,692,684,790
t343-1.jpg,choose5,684,692,755,790
t343-1.jpg,choose6,755,692,826,790
t343-1.jpg,choose7,826,692,897,790
t344-1.jpg,yuduan,202,248,1086,536
t344-1.jpg,question,265,586,1004,655
t344-1.jpg,choose1,400,692,471,790
t344-1.jpg,choose2,471,692,542,790
t344-1.jpg,choose3,542,692,613,790
t344-1.jpg,choose4,613,692,684,790
t344-1.jpg,choose5,684,692,755,790
t344-1.jpg,choose6,755,692,826,790
t344-1.jpg,choose7,826,692,897,790
t351-1.jpg,yuduan,202,248,1086,447
t351-1.jpg,question,350,586,912,647
t351-1.jpg,yes,504,695,579,747
t351-1.jpg,no,704,695,791,747
t352-1.jpg,yuduan,202,248,1086,447
t352-1.jpg,question,207,590,1062,645
t352-1.jpg,choose1,400,692,471,790
t352-1.jpg,choose2,471,692,542,790
t352-1.jpg,choose3,542,692,613,790
t352-1.jpg,choose4,613,692,684,790
t352-1.jpg,choose5,684,692,755,790
t352-1.jpg,choose6,755,692,826,790
t352-1.jpg,choose7,826,692,897,790
t353-1.jpg,yuduan,202,248,1086,447
t353-1.jpg,question,362,583,904,653
t353-1.jpg,choose1,400,692,471,790
t353-1.jpg,choose2,471,692,542,790
t353-1.jpg,choose3,542,692,613,790
t353-1.jpg,choose4,613,692,684,790
t353-1.jpg,choose5,684,692,755,790
t353-1.jpg,choose6,755,692,826,790
t353-1.jpg,choose7,826,692,897,790
t354-1.jpg,yuduan,202,248,1086,447
t354-1.jpg,question,265,586,1004,655
t354-1.jpg,choose1,400,692,471,790
t354-1.jpg,choose2,471,692,542,790
t354-1.jpg,choose3,542,692,613,790
t354-1.jpg,choose4,613,692,684,790
t354-1.jpg,choose5,684,692,755,790
t354-1.jpg,choose6,755,692,826,790
t354-1.jpg,choose7,826,692,897,790
t361-1.jpg,yuduan,202,248,1086,487
t361-1.jpg,question,350,586,912,647
t361-1.jpg,yes,504,695,579,747
t361-1.jpg,no,704,695,791,747
t362-1.jpg,yuduan,202,248,1086,487
t362-1.jpg,question,207,590,1062,645
t362-1.jpg,choose1,400,692,471,790
t362-1.jpg,choose2,471,692,542,790
t362-1.jpg,choose3,542,692,613,790
t362-1.jpg,choose4,613,692,684,790
t362-1.jpg,choose5,684,692,755,790
t362-1.jpg,choose6,755,692,826,790
t362-1.jpg,choose7,826,692,897,790
t363-1.jpg,yuduan,202,248,1086,487
t363-1.jpg,question,362,583,904,653
t363-1.jpg,choose1,400,692,471,790
t363-1.jpg,choose2,471,692,542,790
t363-1.jpg,choose3,542,692,613,790
t363-1.jpg,choose4,613,692,684,790
t363-1.jpg,choose5,684,692,755,790
t363-1.jpg,choose6,755,692,826,790
t363-1.jpg,choose7,826,692,897,790
t364-1.jpg,yuduan,202,248,1086,487
t364-1.jpg,question,265,586,1004,655
t364-1.jpg,choose1,400,692,471,790
t364-1.jpg,choose2,471,692,542,790
t364-1.jpg,choose3,542,692,613,790
t364-1.jpg,choose4,613,692,684,790
t364-1.jpg,choose5,684,692,755,790
t364-1.jpg,choose6,755,692,826,790
t364-1.jpg,choose7,826,692,897,790
t371-1.jpg,yuduan,202,248,1086,447
t371-1.jpg,question,350,586,912,647
t371-1.jpg,yes,504,695,579,747
t371-1.jpg,no,704,695,791,747
t372-1.jpg,yuduan,202,248,1086,447
t372-1.jpg,question,207,590,1062,645
t372-1.jpg,choose1,400,692,471,790
t372-1.jpg,choose2,471,692,542,790
t372-1.jpg,choose3,542,692,613,790
t372-1.jpg,choose4,613,692,684,790
t372-1.jpg,choose5,684,692,755,790
t372-1.jpg,choose6,755,692,826,790
t372-1.jpg,choose7,826,692,897,790
t373-1.jpg,yuduan,202,248,1086,447
t373-1.jpg,question,362,583,904,653
t373-1.jpg,choose1,400,692,471,790
t373-1.jpg,choose2,471,692,542,790
t373-1.jpg,choose3,542,692,613,790
t373-1.jpg,choose4,613,692,684,790
t373-1.jpg,choose5,684,692,755,790
t373-1.jpg,choose6,755,692,826,790
t373-1.jpg,choose7,826,692,897,790
t374-1.jpg,yuduan,202,248,1086,447
t374-1.jpg,question,265,586,1004,655
t374-1.jpg,choose1,400,692,471,790
t374-1.jpg,choose2,471,692,542,790
t374-1.jpg,choose3,542,692,613,790
t374-1.jpg,choose4,613,692,684,790
t374-1.jpg,choose5,684,692,755,790
t374-1.jpg,choose6,755,692,826,790
t374-1.jpg,choose7,826,692,897,790
t381-1.jpg,yuduan,202,248,1086,447
t381-1.jpg,question,350,586,912,647
t381-1.jpg,yes,504,695,579,747
t381-1.jpg,no,704,695,791,747
t382-1.jpg,yuduan,202,248,1086,447
t382-1.jpg,question,207,590,1062,645
t382-1.jpg,choose1,400,692,471,790
t382-1.jpg,choose2,471,692,542,790
t382-1.jpg,choose3,542,692,613,790
t382-1.jpg,choose4,613,692,684,790
t382-1.jpg,choose5,684,692,755,790
